vrai_hop;rdrg;SI;N;moy_gemid
0;001;1;1;969.56
0;001;2;28;475.04
0;001;3;41;703.66
0;001;4;136;1387.7
0;002;1;1;841.3
0;002;2;14;2669.46
0;002;3;26;2110.31
0;002;4;114;3365.68
0;003;1;60;20.72
0;003;2;166;70.8
0;003;3;258;17.44
0;003;4;239;108.27
0;004;1;6;216.18
0;004;2;63;318.1
0;004;3;223;714.15
0;004;4;2065;1212.63
0;005;1;33;75.05
0;005;2;125;152.41
0;005;3;126;167.96
0;005;4;171;276.61
0;020;1;131;208.31
0;020;2;195;216.35
0;020;3;171;424.18
0;020;4;280;441.54
0;021;1;1157;624.45
0;021;2;1842;1569.4
0;021;3;743;1572.32
0;021;4;738;1538.4
0;022;1;145;1177.08
0;022;2;347;1056.12
0;022;3;125;878.76
0;022;4;118;651.56
0;023;1;624;911.34
0;023;2;343;505.86
0;023;3;196;1672.11
0;023;4;73;1640.31
0;024;1;1111;158.84
0;024;2;2455;163.52
0;024;3;594;268.92
0;024;4;96;897.22
0;025;1;2005;292.52
0;025;2;261;975.91
0;025;3;48;866.95
0;025;4;5;2381.46
0;026;1;594;373.33
0;026;2;398;1830.7
0;026;3;217;2440.95
0;026;4;104;1445.04
0;040;1;165;7.01
0;040;2;188;15.54
0;040;3;143;77.13
0;040;4;44;27.86
0;041;1;328;6.09
0;041;2;1282;7.83
0;041;3;1083;10.16
0;041;4;237;27.68
0;042;1;2166;4.9
0;042;2;5947;3.91
0;042;3;3219;5.99
0;042;4;480;23.03
0;043;1;1182;0.51
0;043;2;677;1.04
0;043;3;162;9.55
0;043;4;18;64.19
0;044;1;387;5.91
0;044;2;1011;1.35
0;044;3;1255;15.14
0;044;4;526;26.01
0;045;1;897;0.74
0;045;2;7905;3.04
0;045;3;3939;4.71
0;045;4;2083;27.78
0;046;1;178;12.95
0;046;2;810;16.98
0;046;3;278;11.92
0;046;4;79;48.15
0;047;1;1508;0.03
0;047;2;4451;2.29
0;047;3;1135;2.4
0;047;4;136;13.23
0;048;1;1307;8.97
0;048;2;1445;3.44
0;048;3;2000;6.29
0;048;4;76;26.1
0;049;1;125;0.36
0;049;2;320;1.55
0;049;3;128;3.85
0;049;4;120;22.03
0;050;1;151;0.17
0;050;2;308;0.52
0;050;3;147;0.49
0;050;4;62;6.92
0;051;1;724;0
0;051;2;241;0.24
0;051;3;25;0
0;051;4;7;4.66
0;052;1;731;0.48
0;052;2;730;0.47
0;052;3;695;15.47
0;052;4;252;89.21
0;053;1;6852;0.17
0;053;2;4720;1.88
0;053;3;2500;5.57
0;053;4;484;21.87
0;054;1;3449;0.2
0;054;2;1782;1.06
0;054;3;178;0.41
0;054;4;5;0
0;055;1;690;0.69
0;055;2;800;2.34
0;055;3;519;7.62
0;055;4;297;41.1
0;056;1;865;1.82
0;056;2;467;0.04
0;056;3;154;4.7
0;056;4;45;22.83
0;057;1;7721;0.23
0;057;2;1111;1.48
0;057;3;151;2.2
0;057;4;21;13.08
0;058;1;8377;6.06
0;058;2;4983;10.51
0;058;3;1056;5.07
0;058;4;214;19.51
0;070;1;294;116.57
0;070;2;195;130.17
0;070;3;24;136.32
0;070;4;2;25.52
0;071;1;2958;247.09
0;071;2;2702;257.65
0;071;3;102;190.82
0;071;4;7;195.04
0;072;1;1326;69.21
0;072;2;418;106.26
0;072;3;34;67.46
0;072;4;5;125.07
0;073;1;3365;207.05
0;073;2;1365;224.35
0;073;3;156;231.84
0;073;4;13;330.26
0;080;1;278;0
0;080;2;94;2.55
0;080;3;18;10.3
0;081;1;322;0.37
0;081;2;386;1.52
0;081;3;62;1.76
0;081;4;2;2.38
0;082;1;816;8.07
0;082;2;1013;5.65
0;082;3;364;6.71
0;082;4;30;20.1
0;090;1;80;16.28
0;090;2;59;251.9
0;090;3;31;449.98
0;090;4;136;396.03
0;091;1;263;9091.16
0;091;2;162;3559.58
0;091;3;38;1110.92
0;091;4;109;83.31
0;092;1;3387;231.3
0;092;2;364;252.08
0;092;3;49;214.03
0;092;4;5;572.22
0;093;1;5666;30.99
0;093;2;986;34.55
0;093;3;66;18.81
0;093;4;18;172.07
0;094;1;1259;6.01
0;094;2;380;8.95
0;094;3;56;11.54
0;094;4;21;55.37
0;095;1;637;8.27
0;095;2;134;9.56
0;095;3;8;42.25
0;095;4;1;0
0;096;1;815;0.81
0;096;2;245;0
0;096;3;14;36.93
0;096;4;4;193.33
0;097;1;6814;1.49
0;097;2;999;4.48
0;097;3;66;2.49
0;097;4;11;44.65
0;098;1;10901;32.42
0;098;2;1713;43.62
0;098;3;133;42.26
0;098;4;23;168.92
0;110;1;433;19.02
0;110;2;785;39.92
0;110;3;627;67.22
0;110;4;122;46.27
0;111;1;2321;0.1
0;111;2;1960;3.48
0;111;3;340;4.07
0;111;4;17;4.35
0;112;1;530;7.6
0;112;2;367;13.64
0;112;3;201;4.83
0;112;4;23;5.18
0;113;1;8525;0.11
0;113;2;6120;0.85
0;113;3;926;2.41
0;113;4;119;29.18
0;114;1;2710;7.87
0;114;2;1114;6.04
0;114;3;385;11.49
0;114;4;81;17.19
0;115;1;18229;0.28
0;115;2;9545;0.29
0;115;3;640;2.06
0;115;4;102;17.89
0;120;1;323;364.62
0;120;2;834;337.5
0;120;3;373;364.1
0;120;4;247;525.94
0;121;1;1114;188.95
0;121;2;1964;211.99
0;121;3;901;247.56
0;121;4;542;316.63
0;122;1;151;77.31
0;122;2;220;133.66
0;122;3;137;158.53
0;122;4;135;269.31
0;130;1;7;0
0;130;2;31;6.67
0;130;3;210;17.97
0;130;4;1580;58.3
0;131;1;71;21.6
0;131;2;203;11.9
0;131;3;360;11.13
0;131;4;181;17.72
0;132;1;22;1.3
0;132;2;37;0.77
0;132;3;30;6.55
0;132;4;11;19.87
0;133;1;188;5.98
0;133;2;551;3.59
0;133;3;684;16.16
0;133;4;268;46.01
0;134;1;559;3.08
0;134;2;2197;1.45
0;134;3;1493;5.52
0;134;4;415;12.41
0;135;1;519;0.3
0;135;2;788;5.33
0;135;3;410;24.72
0;135;4;100;19.27
0;136;1;519;27.38
0;136;2;3620;24.16
0;136;3;3525;37.13
0;136;4;495;72.31
0;137;1;613;4.99
0;137;2;1936;4.29
0;137;3;2544;10.56
0;137;4;1873;29.42
0;138;1;312;0
0;138;2;157;0.18
0;138;3;55;0.26
0;138;4;19;162.15
0;139;1;9252;0.55
0;139;2;12227;1.84
0;139;3;9819;6.25
0;139;4;3932;17.9
0;140;1;3421;1.21
0;140;2;9053;1.9
0;140;3;9109;4.13
0;140;4;2860;13.58
0;141;1;7220;1.25
0;141;2;3971;1.88
0;141;3;1594;1.01
0;141;4;148;12.7
0;142;1;207;8.81
0;142;2;602;4.53
0;142;3;425;8.95
0;142;4;145;26.62
0;143;1;971;51.97
0;143;2;1627;42.21
0;143;3;786;53.3
0;143;4;214;90.66
0;144;1;10299;2.3
0;144;2;10492;3.14
0;144;3;4377;5.94
0;144;4;782;19.97
0;160;1;3;903.77
0;160;2;13;2365.22
0;160;3;34;1846.56
0;160;4;70;2040.76
0;161;1;250;13248.51
0;161;2;493;13442.29
0;161;3;527;15118.96
0;161;4;103;16547.96
0;162;1;51;3222.63
0;162;2;133;4413.57
0;162;3;327;4306.99
0;162;4;312;5464.34
0;163;1;422;3438.32
0;163;2;948;4135.02
0;163;3;1348;4163.93
0;163;4;710;4802.07
0;165;1;98;1390.67
0;165;2;805;1445.83
0;165;3;828;1903.05
0;165;4;414;2710.05
0;166;1;201;1320.05
0;166;2;1920;1363.72
0;166;3;1213;1489.29
0;166;4;385;1914.51
0;167;1;442;3650.76
0;167;2;463;2880.76
0;167;3;184;2808.23
0;167;4;102;3148.29
0;168;1;636;1981.31
0;168;2;1643;2010.44
0;168;3;668;1708.56
0;168;4;651;2973.03
0;169;1;90;1160.84
0;169;2;299;1328.69
0;169;3;178;1121.58
0;169;4;216;1175.48
0;170;1;39;4168.92
0;170;2;234;4855.32
0;170;3;143;5275.22
0;170;4;48;4892.83
0;171;1;2241;4809.2
0;171;2;3814;4900.28
0;171;3;1200;4968.79
0;171;4;256;4840.94
0;172;1;64;229.37
0;172;2;194;310.86
0;172;3;320;722.77
0;172;4;189;799.14
0;173;1;6827;1269.21
0;173;2;8065;1227.5
0;173;3;2756;1180.79
0;173;4;639;1428.24
0;174;1;1750;1871.13
0;174;2;3336;1852.72
0;174;3;753;1890.31
0;174;4;489;2366.24
0;175;1;11387;1677.33
0;175;2;8228;1892.61
0;175;3;1733;1789.54
0;175;4;358;2144.45
0;176;1;1374;4404.86
0;176;2;1254;4713.81
0;176;3;211;5698.38
0;176;4;28;5712.9
0;177;1;353;1873.09
0;177;2;386;1441.41
0;177;3;117;1142.06
0;177;4;32;1268.27
0;178;1;56;0
0;178;2;187;39.36
0;178;3;141;57.24
0;178;4;33;100.45
0;179;1;4408;16.61
0;179;2;562;23.91
0;179;3;35;86
0;179;4;6;3.87
0;180;1;167;23.43
0;180;2;229;38.2
0;180;3;340;79.94
0;180;4;185;170.79
0;190;1;1719;90.23
0;190;2;4846;90.56
0;190;3;2024;53.51
0;190;4;1140;131.66
0;191;1;3719;68.27
0;191;2;3061;88.13
0;191;3;2507;150.19
0;191;4;310;963.23
0;192;1;9387;68.39
0;192;2;11668;68.29
0;192;3;883;93.12
0;192;4;78;341.82
0;193;1;7;0
0;193;2;59;2.24
0;193;3;94;5.51
0;193;4;68;128.3
0;194;1;1210;24.99
0;194;2;8780;8.75
0;194;3;7904;10.8
0;194;4;1897;55.97
0;195;1;247;3.57
0;195;2;322;16.7
0;195;3;389;16.05
0;195;4;61;38.31
0;196;1;183;0.35
0;196;2;173;26.05
0;196;3;198;34.24
0;196;4;213;36.28
0;197;1;1390;92.03
0;197;2;2536;49.67
0;197;3;1505;37.98
0;197;4;285;89.75
0;198;1;932;165.88
0;198;2;1855;59.72
0;198;3;403;19.68
0;198;4;82;116.95
0;199;1;952;26.9
0;199;2;1638;7.18
0;199;3;367;3.34
0;199;4;36;59.67
0;200;1;224;62.97
0;200;2;600;42.57
0;200;3;332;8.21
0;200;4;91;118.42
0;201;1;5690;39.7
0;201;2;9184;83.68
0;201;3;3282;116.74
0;201;4;784;147.63
0;202;1;766;23.28
0;202;2;1307;9.61
0;202;3;358;29.56
0;202;4;64;93.1
0;203;1;3110;0.21
0;203;2;3074;3.66
0;203;3;410;2.03
0;203;4;32;5.48
0;204;1;3346;5.7
0;204;2;4303;2.13
0;204;3;1149;13.1
0;204;4;107;24.04
0;205;1;63;119.66
0;205;2;169;44.03
0;205;3;101;6.93
0;205;4;30;18.31
0;206;1;114;115.04
0;206;2;398;104.97
0;206;3;526;68.94
0;206;4;347;61.89
0;207;1;2440;40.58
0;207;2;1951;75.42
0;207;3;704;26.6
0;207;4;257;71.78
0;220;1;1884;250.69
0;220;2;927;462.78
0;220;3;1077;479.37
0;220;4;624;621.92
0;221;1;2799;786.4
0;221;2;5155;747.43
0;221;3;4468;654.41
0;221;4;2132;648.85
0;222;1;336;57.91
0;222;2;192;119.5
0;222;3;79;114.04
0;222;4;31;241.2
0;223;1;948;200.56
0;223;2;791;243.36
0;223;3;381;259.18
0;223;4;132;284.19
0;224;1;1100;101.42
0;224;2;551;106.03
0;224;3;308;109.35
0;224;4;167;154.25
0;225;1;9515;48.17
0;225;2;3752;50.84
0;225;3;301;52.46
0;225;4;74;56.9
0;226;1;7496;96.37
0;226;2;1403;80.55
0;226;3;183;118.66
0;226;4;59;225.12
0;227;1;5644;70.19
0;227;2;2674;94.35
0;227;3;341;125.11
0;227;4;64;178.65
0;228;1;12596;105.96
0;228;2;3235;99.57
0;228;3;291;106.66
0;228;4;55;111.89
0;229;1;702;78.23
0;229;2;678;118.99
0;229;3;393;178.02
0;229;4;260;374.85
0;240;1;953;61.51
0;240;2;3138;130.33
0;240;3;2376;170.49
0;240;4;488;238.26
0;241;1;2192;4.06
0;241;2;4229;7.96
0;241;3;1946;21.84
0;241;4;604;53.64
0;242;1;180;7.17
0;242;2;357;10.5
0;242;3;204;28.24
0;242;4;109;108.16
0;243;1;4042;14.9
0;243;2;3782;30
0;243;3;1115;31.31
0;243;4;535;149.87
0;244;1;3743;1.76
0;244;2;3647;3.51
0;244;3;1180;5.7
0;244;4;389;12.65
0;245;1;1127;4.33
0;245;2;1121;5.35
0;245;3;361;8.63
0;245;4;317;18.37
0;246;1;293;8.05
0;246;2;604;20.35
0;246;3;366;15.52
0;246;4;229;19.01
0;247;1;2706;4.28
0;247;2;3065;22.89
0;247;3;1303;17.34
0;247;4;886;58.09
0;248;1;232;6.39
0;248;2;225;10.76
0;248;3;219;25.48
0;248;4;118;37.24
0;249;1;14828;0.71
0;249;2;9323;3.15
0;249;3;2262;4.54
0;249;4;752;10.93
0;250;1;13068;6.18
0;250;2;10705;16.05
0;250;3;3669;24.86
0;250;4;2132;57.47
0;260;1;282;409.75
0;260;2;611;474.74
0;260;3;367;540.55
0;260;4;688;446.08
0;261;1;77;247.54
0;261;2;207;356.9
0;261;3;128;406.82
0;261;4;189;356.23
0;262;1;231;101.03
0;262;2;295;95.33
0;262;3;108;94.62
0;262;4;104;207.84
0;263;1;10964;223.21
0;263;2;5562;213.02
0;263;3;710;213.7
0;263;4;163;228.05
0;264;1;222;130.11
0;264;2;242;191.98
0;264;3;244;182.87
0;264;4;191;264.6
0;280;1;170;64.77
0;280;2;1197;25.52
0;280;3;1755;32.27
0;280;4;684;69.58
0;281;1;421;197.65
0;281;2;2049;182.96
0;281;3;1770;205.9
0;281;4;371;267.09
0;282;1;1654;40.51
0;282;2;2774;55.61
0;282;3;857;54.17
0;282;4;704;60.1
0;283;1;915;27.22
0;283;2;1466;39.37
0;283;3;1079;55.41
0;283;4;424;140.76
0;284;1;2764;87.22
0;284;2;4228;124.01
0;284;3;1614;155.89
0;284;4;617;199.86
0;300;1;252;3092.56
0;300;2;164;2901.1
0;300;3;163;2347.45
0;300;4;39;3077.25
0;301;1;995;1457.79
0;301;2;2396;1559.1
0;301;3;2111;1593.77
0;301;4;409;1641.1
0;302;1;19686;2069.1
0;302;2;15057;2107.4
0;302;3;2479;1969.45
0;302;4;265;2262.15
0;303;1;92;4549.25
0;303;2;83;4975.34
0;303;3;31;5909.97
0;303;4;8;5527.2
0;304;1;5689;2243.37
0;304;2;1997;2582.22
0;304;3;594;2743.87
0;304;4;70;3500
0;305;1;25;0
0;305;2;79;44.83
0;305;3;97;132.97
0;305;4;50;152.99
0;306;1;1393;1666.76
0;306;2;894;1702.96
0;306;3;138;1682.66
0;306;4;33;1829.46
0;307;1;184;175.04
0;307;2;72;148.32
0;307;3;27;491.12
0;307;4;11;215.16
0;308;1;2701;343.4
0;308;2;4075;365.59
0;308;3;2487;400.55
0;308;4;591;464.04
0;309;1;1253;121.23
0;309;2;682;257.29
0;309;3;369;336.94
0;309;4;74;442.78
0;310;1;16097;255.85
0;310;2;6750;523
0;310;3;614;761.55
0;310;4;93;832.47
0;311;1;44;0.43
0;311;2;15;2.57
0;311;3;1;0
0;311;4;1;0
0;312;1;231;61.14
0;312;2;338;68
0;312;3;221;149.21
0;312;4;71;209.36
0;313;1;17383;83.21
0;313;2;4038;125.06
0;313;3;699;252.73
0;313;4;84;348.49
0;314;1;10179;65.39
0;314;2;1924;78.23
0;314;3;200;121.82
0;314;4;15;113.97
0;315;1;23404;77.85
0;315;2;6822;162.66
0;315;3;637;194.7
0;315;4;102;230.29
0;316;1;4874;70.99
0;316;2;742;81.34
0;316;3;52;52.18
0;316;4;4;1093.58
0;317;1;6392;13.64
0;317;2;1006;21.79
0;317;3;144;33.91
0;317;4;50;177.79
0;318;1;3327;7.9
0;318;2;759;48.19
0;318;3;83;53.3
0;318;4;21;330.2
0;319;1;2379;24.69
0;319;2;527;29.62
0;319;3;62;99.1
0;319;4;11;296.91
0;320;1;3389;471.58
0;320;2;1241;1449.09
0;320;3;278;1089.6
0;320;4;59;800.87
0;340;1;455;136.3
0;340;2;587;24.23
0;340;3;255;71.98
0;340;4;90;109.06
0;341;1;669;4.88
0;341;2;1540;2.22
0;341;3;1241;3.45
0;341;4;152;14.03
0;342;1;5781;4.85
0;342;2;2135;5.62
0;342;3;765;15.98
0;342;4;128;26.99
0;343;1;815;9.28
0;343;2;2558;5.49
0;343;3;1873;30.4
0;343;4;288;21.45
0;344;1;67;1.75
0;344;2;227;7.86
0;344;3;94;43
0;344;4;26;11.75
0;345;1;80;1.15
0;345;2;229;5.24
0;345;3;59;20.17
0;345;4;24;66.22
0;346;1;995;1.88
0;346;2;1250;6.93
0;346;3;490;16.44
0;346;4;141;35.94
0;347;1;11510;3.79
0;347;2;5992;6.38
